ENCODED_MCT,MCT_BSE_AR,HPSN_MCT_ZCD_NM,SURVIVAL_DAYS,DLV_SAA_RAT,M1_SME_RY_SAA_RAT,M1_SME_RY_CNT_RAT,M12_SME_RY_SAA_PCE_RT,M12_SME_BZN_SAA_PCE_RT,M12_SME_RY_ME_MCT_RAT,M12_SME_BZN_ME_MCT_RAT,M12_MAL_1020_RAT,M12_MAL_30_RAT,M12_MAL_40_RAT,M12_MAL_50_RAT,M12_MAL_60_RAT,M12_FME_1020_RAT,M12_FME_30_RAT,M12_FME_40_RAT,M12_FME_50_RAT,M12_FME_60_RAT,MCT_UE_CLN_REU_RAT,MCT_UE_CLN_NEW_RAT,RC_M1_SHC_RSD_UE_CLN_RAT,RC_M1_SHC_WP_UE_CLN_RAT,RC_M1_SHC_FLP_UE_CLN_RAT,TREND_RATIO,MCT_OPE_MS_CN_RANK,RC_M1_SAA_RANK,RC_M1_TO_UE_CT_RANK,RC_M1_UE_CUS_CN_RANK,RC_M1_AV_NP_AT_RANK,APV_CE_RAT_RANK,latitude,longitude
000F03E44A,서울특별시 성동구 왕십리로4가길 9,중식-딤섬/중식만두,1040,69.28333333333333,1.6833333333333331,2.470833333333333,92.65,70.9375,16.979166666666668,8.029166666666667,8.9043375,26.152695833333336,2.69355,16.569016666666666,6.017245833333334,4.462329166666667,9.472304166666666,1.9231166666666668,20.18515,3.611920833333333,3.0454166666666667,18.60375,8.075,14.325,77.6,0.0,4.416666666666667,5.75,5.333333333333333,5.333333333333333,5.041666666666667,1.0,37.5453328,127.0464934
002816BA73,서울 성동구 청계천로10나길 78,요리주점,3891,0.0,116.42916666666667,53.708333333333336,17.316666666666666,21.34166666666667,16.904166666666665,5.770833333333333,6.931045833333333,22.305870833333334,19.773691666666668,21.007170833333333,10.850391666666669,1.6689541666666667,5.273295833333333,4.667975,4.9511625,2.562108333333333,11.214166666666666,7.662916666666667,17.620833333333334,14.370833333333332,68.00833333333334,0.0,2.083333333333333,3.0,4.0,3.8333333333333335,2.0416666666666665,1.5,37.5702296,127.0353131
003473B465,서울특별시 성동구 서울숲길 55,백반/가정식,2065,0.0,1.0625,0.5458333333333333,86.18333333333334,73.84583333333333,16.912499999999998,8.029166666666667,4.446582352941176,45.39596470588236,37.808488235294114,0.3516470588235294,5.897782352941176,1.1828294117647058,2.951094117647058,1.6326882352941177,0.1483529411764706,0.2022176470588235,34.38411764705882,1.8035294117647056,0.0,0.0,100.0,0.0,3.333333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.416666666666667,1.0,37.5479512,127.0409101
003AC99735,서울특별시 성동구 용답중앙15길 12,커피전문점,1902,1.5,266.85,487.1625,4.1000000000000005,9.9875,13.516666666666666,8.266666666666667,16.583904166666667,16.082191666666667,11.541429166666669,10.51335,3.969045833333333,11.699429166666668,11.313641666666667,8.129404166666667,7.386649999999999,2.785120833333333,36.44958333333333,6.629166666666666,33.62083333333333,11.029166666666669,55.35416666666666,0.0,3.5416666666666665,2.25,0.0,0.0,5.458333333333333,2.875,37.5644915,127.0538558
0041E4E5AE,서울특별시 성동구 용답중앙15길 1,한식-찌개/전골,2542,7.683333333333334,211.2,424.5333333333333,7.5625,8.5,19.8625,8.266666666666667,14.564316666666668,14.390033333333331,13.372583333333331,18.12216666666667,10.576954166666669,5.95235,5.8683000000000005,5.464916666666667,7.402833333333334,4.310545833333333,31.745,6.740833333333334,28.22083333333333,14.25,57.54583333333333,0.0,3.0,2.083333333333333,2.0,2.0,3.875,2.4166666666666665,37.5639558,127.0528432
0050D68B18,서울특별시 성동구 아차산로 87,룸살롱/단란주점,580,0.0,395.15,209.17,10.695,21.165,18.58,8.309999999999999,0.0,4.572621052631579,19.8042,38.2667947368421,14.317531578947367,0.0,1.7536947368421052,6.306326315789474,11.459521052631578,3.540363157894737,27.993157894736843,16.50842105263158,24.17368421052632,19.163157894736845,56.65263157894737,0.0,5.35,2.5,4.15,4.2,6.0,1.0,37.542989,127.0611287
00646B6673,서울특별시 성동구 고산자로 164,한식-냉면,1090,72.22500000000001,82.00833333333334,91.74166666666667,30.491666666666664,0.0,16.904166666666665,0.0,3.399633333333333,13.938979166666668,15.257425,11.346454166666668,6.431641666666667,3.2587,13.736020833333331,15.184241666666669,11.195212499999998,6.2266916666666665,22.062083333333334,9.367083333333332,62.8875,4.416666666666667,32.69166666666667,0.0,4.375,3.5416666666666665,3.25,3.208333333333333,3.2916666666666665,2.1818181818181817,37.5549204,127.0346778
00A2CF886A,서울 성동구 왕십리로22길 6,일반 유흥주점,3228,0.0,117.3875,110.94166666666666,16.054166666666667,33.32083333333333,20.183333333333334,9.583333333333334,13.855875,30.156120833333333,21.88689583333333,14.958129166666668,5.285033333333334,2.3274583333333334,4.8897125,3.4214375,2.3377041666666667,0.8774666666666667,11.040833333333332,8.865,19.6125,6.308333333333334,74.07083333333334,0.0,2.958333333333333,3.4166666666666665,4.666666666666667,4.666666666666667,2.25,1.0,37.5629502,127.0347923
00BC189C4B,서울  성동구  성수1가2동,한식-해물/생선,7984,0.2208333333333333,111.4,59.38333333333333,20.6375,16.224999999999998,17.879166666666666,8.029166666666667,6.844854166666667,20.91959583333333,13.717558333333336,15.135091666666668,14.903579166666669,2.680145833333333,8.342904166666667,5.482441666666666,6.035741666666667,5.938087499999999,19.852500000000003,7.075,41.92916666666667,22.791666666666668,35.27916666666667,0.0,0.0,2.625,3.8333333333333335,3.7916666666666665,2.0,1.0,37.5485606,127.0436626
00CEAAD71A,서울 성동구 왕십리로24나길 6.,포장마차,3345,0.0,45.65,40.24166666666667,35.520833333333336,42.7375,20.03333333333333,9.583333333333334,9.477808333333334,18.239720833333333,15.9276125,24.012295833333337,9.1269625,2.909691666666667,5.464445833333333,4.747387499999999,7.291870833333333,2.8147041666666666,15.866666666666667,7.99875,33.041666666666664,15.554166666666667,51.42083333333333,0.0,2.833333333333333,3.9583333333333335,4.125,4.125,2.5416666666666665,1.0,37.564009,127.0352143
00DA1813DE,서울특별시 성동구 독서당로60길 2,청과물,1944,0.0,0.6791666666666667,1.6375000000000002,76.6125,0.0,10.6625,0.0,4.056316666666667,4.6210125,8.6512375,5.1023875,19.0687625,5.777016666666667,6.483154166666666,11.627929166666666,8.9226125,25.66457083333333,10.399166666666666,5.577500000000001,0.0,0.0,100.0,0.0,3.5,5.875,5.375,5.375,5.166666666666667,1.0,37.5493035,127.0311005
00FDB35E9C,서울특별시 성동구 마조로15길 19,카페,2163,19.54583333333333,42.4125,38.4875,42.4625,0.0,13.516666666666666,0.0,19.482025,13.704325,3.9556541666666662,3.9109166666666666,1.4345416666666668,26.401308333333333,18.533175,5.352679166666667,5.28075,1.944625,35.025,6.6225,47.65,14.566666666666665,37.766666666666666,0.0,3.1666666666666665,4.041666666666667,3.0,3.25,4.958333333333333,2.4166666666666665,37.5632914,127.0398337
011E53BB76,서울특별시 성동구 왕십리로 410,백반/가정식,2625,19.23333333333333,385.7458333333333,1618.6625,2.720833333333333,0.0,19.870833333333334,0.0,4.564125,11.1350125,11.542704166666669,7.123125000000001,5.521691666666666,6.885875,16.785820833333336,17.394795833333333,10.735208333333333,8.319975,43.4675,5.521666666666667,50.2,7.716666666666666,42.083333333333336,0.0,3.0,2.0,0.0,0.0,4.666666666666667,2.875,37.5664338,127.0247848
012A64A73B,서울특별시 성동구 마장로 319-1,포장마차,2251,0.3,82.35416666666667,74.46249999999999,21.71666666666667,0.0,20.03333333333333,0.0,11.371125,19.421554166666667,19.99375,16.364662499999998,4.921779166666666,4.3955416666666665,7.4701125,7.764583333333333,6.389504166666666,1.915720833333333,17.6175,6.93375,40.3125,10.5,49.17916666666667,0.0,3.083333333333333,3.4166666666666665,4.0,4.0,2.75,1.173913043478261,37.5665844,127.0319182
01670CF403,서울특별시 성동구 왕십리로 390,베이커리,1636,16.854166666666668,258.6041666666667,256.0,5.3500000000000005,0.0,16.979166666666668,0.0,8.385754166666667,14.165629166666667,8.144158333333333,5.073441666666667,2.276941666666666,13.714245833333337,23.0635375,13.247508333333334,8.239058333333334,3.689725,22.155,6.59,40.52916666666667,6.4375,53.01666666666667,0.0,3.9166666666666665,2.0,2.083333333333333,2.0,3.0,4.416666666666667,37.5389036,127.0437056
01744C5370,서울특별시 성동구 연무장5길 9-16,한식-단품요리일반,1085,4.925,300.05,339.59583333333336,3.779166666666667,6.470833333333334,18.883333333333333,8.320833333333333,20.326070833333333,11.3128625,4.698262499999999,3.804808333333333,0.91135,29.186429166666667,16.249637500000002,6.743404166666667,5.466024999999999,1.309483333333333,8.656666666666666,6.699583333333333,8.445833333333333,17.120833333333334,74.42916666666666,0.0,4.375,2.0,2.0,2.0,3.0,1.5833333333333333,37.5444181,127.0526775
019E31E4C6,서울특별시 성동구 광나루로4길 4-1,양식,1012,0.0,18.745833333333334,51.59583333333333,46.708333333333336,37.82083333333333,19.3375,8.320833333333333,11.331320833333336,3.4992416666666664,1.619275,1.4273125,0.2811625,51.768679166666665,15.417425,7.030725,6.5351875,1.1146708333333335,7.08125,6.361666666666667,7.191666666666666,4.291666666666667,88.52083333333333,0.0,4.458333333333333,4.5,3.9166666666666665,3.8333333333333335,3.9583333333333335,1.173913043478261,37.5494107,127.0536977
01AAD3CFFA,서울 성동구 행당동,식료품,3154,0.0,37.8125,58.50416666666666,44.85,65.57083333333334,6.279166666666666,9.583333333333334,12.58085,15.350870833333332,18.6154,27.9562,15.8339125,1.3483166666666666,1.5907958333333332,1.9471,3.0729666666666664,1.707754166666667,27.640833333333333,7.060416666666666,46.07916666666667,15.808333333333332,38.141666666666666,0.0,3.0,5.0,4.166666666666667,4.125,4.958333333333333,1.0,37.55783,127.03571
01AB37892D,서울특별시 성동구 고산자로24길 11-1,축산물,1268,0.0,34.300000000000004,1.55,37.78333333333333,48.95,7.7375,5.770833333333333,17.075262499999997,15.1082125,0.0,2.9212166666666666,7.077345833333333,7.703904166666667,35.99595416666667,0.0,4.503783333333334,9.576820833333334,15.48625,7.083333333333333,50.0,0.0,50.0,0.0,4.125,5.695652173913044,5.833333333333333,5.833333333333333,6.0,1.0,37.569947,127.0386304
01B82F195A,서울 성동구 독서당로 296-1.,호프/맥주,3882,0.0,14.508333333333333,14.966666666666669,67.925,53.69166666666666,11.358333333333334,8.529166666666667,8.699445833333334,11.6888625,22.29884583333333,20.63244583333333,5.5581125,4.0963875,5.2861375,9.8844875,9.346720833333334,2.5127208333333333,20.289583333333333,5.554583333333333,55.55416666666667,21.870833333333334,22.575,0.0,2.083333333333333,4.916666666666667,5.0,5.0,2.75,1.0,37.5495373,127.0299226
01CCBE28E0,서울특별시 성동구 행당로 133,양식,2372,85.5,21.89583333333333,20.6375,51.73333333333333,52.6125,17.020833333333332,9.583333333333334,13.509975,23.78833333333333,18.1451625,14.890483333333334,6.534225,4.090025,7.0825,5.525670833333333,4.476183333333333,1.9449416666666668,27.387916666666666,5.733333333333333,19.441666666666663,23.991666666666664,56.5875,0.0,3.0,4.5,4.625,4.666666666666667,3.125,1.0,37.5580342,127.0315151
01D70FA491,서울특별시 성동구 성수이로7가길 6,한식-국수/만두,1072,0.0,57.27916666666667,65.90416666666667,32.291666666666664,31.1875,16.904166666666665,8.320833333333333,12.737325,19.55143333333333,13.897925,10.61255,6.906116666666667,7.250175,11.1819,7.897908333333333,6.0249500000000005,3.93555,12.486666666666666,7.594583333333333,19.6875,21.379166666666663,58.91666666666666,0.0,4.375,3.9583333333333335,3.875,3.458333333333333,3.25,1.173913043478261,37.5413017,127.0551995
01DB89157C,서울특별시 성동구 마조로 30,햄버거,1079,28.454166666666666,113.98333333333332,95.4125,14.45,20.791666666666668,18.525,10.095833333333331,36.73162916666666,9.215541666666669,5.3226375,7.59125,2.146716666666667,23.4725375,5.896958333333333,3.4023625,4.85875,1.3741166666666669,29.60666666666667,6.244583333333334,43.16666666666666,6.916666666666667,49.90416666666667,0.0,4.375,2.3181818181818183,2.0,2.0,4.0,1.5416666666666667,37.5602611,127.0414363
01EBAA3D0F,서울특별시 성동구 왕십리로8길 15,샌드위치/토스트,1296,3.756521739130435,37.9,86.31666666666666,39.625,40.16666666666666,17.070833333333333,8.029166666666667,10.892775,11.017204166666666,5.728458333333333,3.291983333333333,0.9547041666666668,23.77805833333333,23.6369625,11.709041666666666,6.845516666666666,2.1161291666666666,30.73333333333333,6.2058333333333335,14.6375,40.3125,45.025,0.0,4.083333333333333,4.166666666666667,3.4166666666666665,3.625,4.083333333333333,1.681818181818182,37.5460844,127.0468565
01EDD97C21,서울특별시 성동구 자동차시장1길 39,커피전문점,2153,8.9,100.60416666666669,83.70416666666667,19.15,13.991666666666667,13.3,6.370833333333334,14.500316666666668,22.9746,14.1545875,10.6579625,5.474091666666666,6.85385,10.942066666666667,6.741245833333333,5.083704166666666,2.6342416666666666,36.65208333333333,6.16125,15.483333333333334,29.52916666666667,54.97916666666666,0.0,3.208333333333333,3.5416666666666665,2.208333333333333,2.75,4.833333333333333,2.0416666666666665,37.5594762,127.0674199
01F74A3D59,서울 성동구 성덕정17길 8-1,치킨,2952,11.408333333333331,75.75833333333334,69.19583333333334,35.625,37.47916666666666,16.787499999999998,8.320833333333333,10.523970833333331,19.23176666666667,14.947808333333334,17.69183333333333,10.797904166666669,3.9885291666666665,7.001566666666666,5.323025,6.6081666666666665,3.8604291666666666,21.72625,7.599583333333334,41.97083333333333,11.166666666666666,46.86666666666667,0.0,3.0,4.0,4.0,4.0,3.0416666666666665,1.0,37.5379877,127.0552704
01FD0FCC3D,서울특별시 성동구 상원길 49,카페,405,27.014285714285712,91.57142857142856,153.08571428571426,41.457142857142856,40.392857142857146,17.35,8.107142857142858,7.771414285714286,6.907857142857144,1.5436857142857143,1.4892571428571428,0.76365,38.22144285714285,27.877857142857145,6.1706,6.1036,3.13635,24.07857142857143,28.685,19.592857142857145,35.18571428571429,45.207142857142856,0.0,5.5,3.571428571428572,2.857142857142857,3.2142857142857144,4.0,3.333333333333333,37.5491566,127.0480321
01FDC9FAEA,서울특별시 성동구 성덕정17길 4,포장마차,419,0.0,36.56428571428571,41.771428571428565,50.33571428571429,44.41428571428571,19.192857142857143,8.135714285714286,13.674114285714284,19.77574285714286,9.870957142857142,7.072492857142857,9.731014285714284,9.204457142857144,12.75997142857143,6.571899999999999,4.713221428571429,6.633271428571429,13.77357142857143,22.50857142857143,38.60714285714285,10.528571428571428,50.885714285714286,0.0,5.5,4.071428571428571,4.0,4.0,2.9285714285714284,1.0,37.5379877,127.0552704
